@RELATION music_speech
@ATTRIBUTE RMS_MEAN_TIME NUMERIC
@ATTRIBUTE PAR_MEAN_TIME NUMERIC
@ATTRIBUTE ZCR_MEAN_TIME NUMERIC
@ATTRIBUTE MAD_MEAN_TIME NUMERIC
@ATTRIBUTE MEAN_AD_MEAN_TIME NUMERIC
@ATTRIBUTE RMS_STD_TIME NUMERIC
@ATTRIBUTE PAR_STD_TIME NUMERIC
@ATTRIBUTE ZCR_STD_TIME NUMERIC
@ATTRIBUTE MAD_STD_TIME NUMERIC
@ATTRIBUTE MEAN_AD_STD_TIME NUMERIC
@ATTRIBUTE SC_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SRO_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SFM_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE PARFFT_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE FLUX_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SC_STD_SPECTRAL NUMERIC
@ATTRIBUTE SRO_STD_SPECTRAL NUMERIC
@ATTRIBUTE SFM_STD_SPECTRAL NUMERIC
@ATTRIBUTE PARFFT_STD_SPECTRAL NUMERIC
@ATTRIBUTE FLUX_STD_SPECTRAL NUMERIC
@ATTRIBUTE MFCC_0 NUMERIC
@ATTRIBUTE MFCC_1 NUMERIC
@ATTRIBUTE MFCC_2 NUMERIC
@ATTRIBUTE MFCC_3 NUMERIC
@ATTRIBUTE MFCC_4 NUMERIC
@ATTRIBUTE MFCC_5 NUMERIC
@ATTRIBUTE MFCC_6 NUMERIC
@ATTRIBUTE MFCC_7 NUMERIC
@ATTRIBUTE MFCC_8 NUMERIC
@ATTRIBUTE MFCC_9 NUMERIC
@ATTRIBUTE MFCC_10 NUMERIC
@ATTRIBUTE MFCC_11 NUMERIC
@ATTRIBUTE MFCC_12 NUMERIC
@ATTRIBUTE MFCC_13 NUMERIC
@ATTRIBUTE MFCC_14 NUMERIC
@ATTRIBUTE MFCC_15 NUMERIC
@ATTRIBUTE MFCC_16 NUMERIC
@ATTRIBUTE MFCC_17 NUMERIC
@ATTRIBUTE MFCC_18 NUMERIC
@ATTRIBUTE MFCC_19 NUMERIC
@ATTRIBUTE MFCC_20 NUMERIC
@ATTRIBUTE MFCC_21 NUMERIC
@ATTRIBUTE MFCC_22 NUMERIC
@ATTRIBUTE MFCC_23 NUMERIC
@ATTRIBUTE MFCC_24 NUMERIC
@ATTRIBUTE MFCC_25 NUMERIC
@ATTRIBUTE MFCC_26 NUMERIC
@ATTRIBUTE MFCC_27 NUMERIC
@ATTRIBUTE MFCC_28 NUMERIC
@ATTRIBUTE MFCC_29 NUMERIC
@ATTRIBUTE MFCC_30 NUMERIC
@ATTRIBUTE MFCC_31 NUMERIC
@ATTRIBUTE MFCC_32 NUMERIC
@ATTRIBUTE MFCC_33 NUMERIC
@ATTRIBUTE MFCC_34 NUMERIC
@ATTRIBUTE MFCC_35 NUMERIC
@ATTRIBUTE MFCC_36 NUMERIC
@ATTRIBUTE MFCC_37 NUMERIC
@ATTRIBUTE MFCC_38 NUMERIC
@ATTRIBUTE MFCC_39 NUMERIC
@ATTRIBUTE MFCC_40 NUMERIC
@ATTRIBUTE MFCC_41 NUMERIC
@ATTRIBUTE MFCC_42 NUMERIC
@ATTRIBUTE MFCC_43 NUMERIC
@ATTRIBUTE MFCC_44 NUMERIC
@ATTRIBUTE MFCC_45 NUMERIC
@ATTRIBUTE MFCC_46 NUMERIC
@ATTRIBUTE MFCC_47 NUMERIC
@ATTRIBUTE MFCC_48 NUMERIC
@ATTRIBUTE MFCC_49 NUMERIC
@ATTRIBUTE MFCC_50 NUMERIC
@ATTRIBUTE MFCC_51 NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
0.054408,2.775807,0.071918,0.036757,0.043097,0.01957,0.574878,0.037699,0.014296,0.016115,115.719979,303.896899,0.404686,12.900276,42.868733,29.386802,60.805608,0.093304,1.99265,46.147894,16.256062,-14.125254,4.680722,0.991397,1.070605,0.356073,0.222019,0.837524,-0.358771,-0.339116,-0.135934,0.70627,-0.087699,0.92291,0.328442,0.725054,0.068621,-0.024108,-0.000342,0.162367,0.0954,0.281732,0.194945,0.092648,0.331082,-0.374305,9.554892,3.293492,2.422537,1.882622,1.222225,1.081532,1.17645,1.190229,1.069493,0.992287,0.955952,0.881186,1.049287,0.871999,0.730324,0.703886,0.789419,0.725796,0.675295,0.682676,0.574892,0.539712,0.550828,0.621448,0.687279,0.546565,music
0.020384,2.399182,0.056604,0.010835,0.012671,0.011287,0.47761,0.038606,0.009729,0.011035,113.80904,297.05814,0.340276,16.313552,11.339266,24.861762,63.457333,0.076372,3.032095,13.697004,-13.61931,-16.08682,1.835267,-0.736688,2.951973,-0.735702,-2.020079,-1.384585,-0.371346,-0.303345,-0.026379,-0.466007,0.08058,1.143885,-1.594462,-0.246306,0.283662,-0.78819,1.508024,-0.460203,-0.370925,-0.303147,-0.202486,0.236511,-0.392629,0.12312,14.898813,4.558681,6.312259,2.875133,1.932056,1.768026,1.530133,1.433071,1.33017,2.219552,2.138937,1.715688,1.500862,2.25002,1.790855,1.852574,1.575696,1.961641,1.322733,1.20316,1.26352,1.166704,1.013177,1.073204,0.863015,0.83801,music
0.102628,3.130423,0.053822,0.069324,0.081773,0.028171,0.702723,0.027398,0.019679,0.022632,69.447291,141.172093,0.223029,11.6452,103.878793,37.675918,89.964971,0.153389,2.313206,136.571937,26.494893,-3.402926,-0.729595,0.831535,-3.243663,1.396367,-1.093318,0.180748,-0.199908,-0.304919,-0.364942,-0.478417,-0.74015,-0.515959,-0.641716,-0.318601,-0.7813,-0.558441,-0.567209,-0.334048,-0.63797,-0.393961,-0.322122,-0.575954,-0.680416,-0.289505,17.476613,7.185838,3.178484,1.594741,1.40685,1.285393,1.11646,1.036172,1.001974,0.926804,0.934567,0.837014,0.82216,0.804194,0.75163,0.707909,0.649987,0.671639,0.641952,0.619756,0.565425,0.696376,0.636893,0.604884,0.809206,0.673293,music
0.079834,2.897449,0.092437,0.057098,0.064476,0.035747,0.362824,0.034484,0.029436,0.030505,81.289396,151.399225,0.224199,12.183257,53.409998,10.721579,11.689835,0.04346,2.349597,26.411296,21.874956,-8.773033,-8.892089,0.577397,-0.560175,-6.485311,-4.26202,-1.700969,-1.420343,1.210666,1.019682,1.513202,2.052225,2.162303,1.902467,0.834007,0.473095,0.178335,0.324322,0.504808,-0.031869,0.027753,0.206478,0.664812,0.050873,-0.331955,6.325913,1.497223,2.020721,1.456502,1.23016,1.605727,1.168672,1.140836,1.051399,0.932193,0.902612,1.118962,1.063403,0.831061,0.841325,0.885118,0.850854,0.887697,0.929676,0.797516,0.723724,0.727347,0.706591,0.628237,0.731282,0.956007,music
0.187108,2.850597,0.132638,0.138212,0.153853,0.058433,0.489145,0.053882,0.044886,0.047926,106.679085,235.113178,0.338679,12.925827,130.689171,23.014534,51.595276,0.082146,2.990278,119.59007,44.139842,-12.427679,-0.034059,0.752223,0.052242,1.031284,-1.806521,-1.494417,-0.303115,-0.492024,-1.36861,-0.598329,0.479674,-0.247268,-0.610761,0.077956,0.55151,-0.120538,-1.271058,-0.223241,0.372173,-0.309818,-0.640226,0.031129,-0.098427,0.124957,11.083603,3.910525,2.660207,2.282735,3.755923,1.953543,2.260882,1.582901,2.576537,1.621699,2.416345,1.536535,2.421937,1.534866,1.549669,1.342959,1.214352,0.983572,1.266534,0.969917,1.254111,0.930935,0.855823,0.887496,0.834952,0.963562,music
0.088784,3.089335,0.115076,0.058558,0.070092,0.041234,0.601739,0.079076,0.029719,0.033752,112.26294,237.635659,0.372146,11.379316,100.607533,44.491142,89.592561,0.152085,2.765306,105.844938,30.513447,-12.24514,-1.685072,-0.628968,-1.997334,-0.550762,-1.279407,-0.963552,-1.481609,-0.728663,-0.229251,-0.3364,-0.248362,0.07585,-0.270657,0.009697,0.175851,-0.039936,-0.727142,-0.07436,0.070495,-0.239037,-0.2454,0.09433,-0.103214,-0.101847,15.897123,6.284348,5.205701,3.614147,2.787194,2.128898,2.285144,1.808423,2.084095,1.542055,1.613027,1.497045,1.310145,1.220005,1.163773,1.298465,1.117854,1.128667,1.141927,1.175386,0.901602,1.030538,0.946321,0.89954,0.878548,0.739204,music
0.038562,2.494019,0.030199,0.027071,0.030064,0.016012,0.371898,0.007784,0.014792,0.014635,29.760668,40.933333,0.079907,13.213833,9.447403,6.551116,19.595369,0.029269,2.104653,14.968638,-21.655703,3.762272,3.522828,-0.587976,0.348653,-1.978036,-1.79591,-1.112968,-1.712904,-1.128443,-1.198566,-0.889717,-0.335698,0.816044,1.138998,0.970331,0.322686,-0.096639,-0.166218,-0.503871,-0.574124,-0.751172,-0.623561,-0.250793,0.252367,0.347582,11.108842,3.180756,3.480315,1.8955,1.337144,1.359573,1.284823,1.117261,1.231563,1.024049,1.149685,1.002585,1.313353,1.516599,1.325125,1.066981,1.104734,1.282649,1.421362,1.355644,1.043576,0.730892,0.783398,0.813647,0.70315,0.804585,music
0.090733,2.929228,0.093867,0.061891,0.072603,0.019833,0.402559,0.051205,0.015146,0.016412,72.780579,146.230233,0.190454,9.655409,84.448366,19.922686,37.879968,0.040816,1.816623,57.899919,30.824122,-4.777182,-6.236016,3.911075,-0.453972,0.581084,-2.175754,0.938499,0.074748,0.411029,-1.346074,-0.6994,-0.150261,-0.478519,0.308788,-0.532949,-0.349294,0.037589,-0.376123,0.372857,0.013645,0.000702,0.075852,-0.354877,-0.194098,0.370946,9.598811,3.593795,3.407069,2.030963,1.58327,1.308797,1.19372,1.194262,0.988281,0.960412,0.840111,0.863507,0.855868,0.879151,0.747855,0.658048,0.61135,0.701926,0.670128,0.544935,0.518441,0.51128,0.49373,0.542793,0.478446,0.569521,music
0.070146,3.029812,0.113335,0.050499,0.057046,0.039975,0.633063,0.072355,0.033989,0.034422,96.93205,177.543411,0.291304,11.687573,56.497351,32.421815,65.498068,0.098296,3.188048,58.22178,21.887431,-10.939516,-7.479167,-1.009055,0.226312,-5.576015,-4.338107,-3.039917,-3.19803,-0.713034,-0.678596,0.85838,0.769074,0.546342,2.324069,0.700389,0.447766,-0.019112,-0.018341,0.092992,0.241511,0.612212,0.118455,0.362642,0.657057,0.372923,8.11082,3.99965,3.147992,2.188868,1.50546,1.758084,1.487609,1.494533,1.466062,1.104855,1.14025,1.175837,1.247606,1.179608,1.04681,1.048357,1.100393,0.871319,0.952259,1.010192,0.890416,0.61877,0.601193,0.66365,0.603979,0.64911,music
0.044617,2.992951,0.09747,0.02993,0.034687,0.01062,0.460874,0.040088,0.00912,0.009416,106.898193,233.248062,0.385439,11.700445,40.569806,22.148053,49.818155,0.092463,2.241094,25.708464,20.39984,-12.844932,-2.29523,1.789253,-0.585499,-0.411118,0.580534,1.351988,-0.524536,0.725619,1.046605,0.282483,-0.34111,0.091634,0.193361,0.25352,-0.004448,-0.252417,-0.251085,0.163142,-0.295244,-0.293347,-0.492507,-0.177345,-0.034155,-0.456536,7.086756,3.194996,2.943067,1.69289,1.458391,1.278933,1.364156,1.392966,1.311223,1.195719,1.029812,1.029836,1.045179,1.068316,1.026378,0.915671,0.92848,0.883214,0.700014,0.824886,0.833564,0.778692,0.845443,0.745728,0.772446,0.770675,music
0.055329,3.428674,0.083309,0.03408,0.041985,0.01929,0.735065,0.033664,0.01411,0.016146,78.047038,151.315504,0.249777,11.170709,47.42857,20.681818,58.903841,0.104051,2.570825,35.022695,16.909644,-6.740249,-5.934429,-2.269122,0.930422,0.902382,-0.085589,-0.238643,-0.368755,0.15729,-0.29558,-0.15242,-0.061756,-0.038993,-0.196763,0.532695,0.230104,0.119248,-0.459369,-0.295582,-0.635967,-0.412599,-0.107407,0.07901,-0.15152,-0.196982,11.242435,4.290539,4.678433,1.961851,1.34441,1.240229,1.270993,1.064661,1.071931,1.079379,1.158071,1.152446,1.26615,1.313127,1.468412,1.426699,1.405766,1.138969,1.202755,1.22534,1.055896,1.048931,1.054756,0.981072,0.952924,1.085649,music
0.106636,3.252719,0.215092,0.072927,0.085524,0.019513,0.334595,0.01965,0.01415,0.01588,122.22671,173.993023,0.279772,7.162825,145.944693,7.734714,15.439026,0.042852,1.460553,47.885097,40.055722,-16.481791,-16.715366,-1.072701,1.057067,-8.064911,-3.307495,-1.900912,-1.771258,0.94078,-0.368847,1.183712,0.971868,0.447669,1.715825,0.969105,1.664791,-1.515212,1.129719,-0.37364,-0.45411,0.436991,-0.069993,0.619908,0.233196,-0.375372,3.440089,1.973389,1.9047,1.370227,1.022577,0.995826,1.05022,0.957536,0.966372,0.85902,0.704476,0.838403,0.785703,0.729342,0.726038,0.707198,0.611656,0.545817,0.609273,0.613737,0.539203,0.496854,0.470502,0.439926,0.427612,0.431202,music
0.072957,2.989174,0.088107,0.048832,0.057718,0.033107,0.338376,0.024848,0.021902,0.026541,78.195959,150.148062,0.22991,11.182389,58.918701,8.150721,10.671948,0.038692,2.143482,27.715511,23.887047,-7.388254,-9.846495,-1.708881,-1.476694,-5.63893,-2.59408,-1.612673,-2.488612,0.788787,0.061499,0.358645,1.812401,1.533967,1.796868,1.681798,0.964504,0.242822,0.648309,0.820062,0.536045,0.523286,0.040976,0.639133,0.31073,0.072248,6.332536,1.346082,2.273786,1.462992,1.736711,1.611024,1.673349,1.089109,1.301322,1.035885,0.973212,1.093957,0.925177,0.878289,0.989824,1.021615,0.735386,0.685595,0.831363,0.981032,1.152917,0.867011,0.622848,0.605175,0.691412,0.631324,music
0.092418,2.961935,0.092636,0.065653,0.075025,0.031137,0.381625,0.02816,0.024589,0.0261,74.752704,128.730233,0.19079,11.518475,64.745199,7.380745,10.835633,0.033374,2.187565,35.29592,26.89917,-5.650469,-10.355338,-2.728159,-0.156743,-6.04225,-5.620955,-2.73018,-2.158056,-0.11227,-0.826966,1.443783,1.158857,0.280868,1.345457,0.987906,0.237183,-0.067696,-0.118694,0.061524,0.161976,-0.181809,-0.375041,0.334165,0.078434,-0.008564,5.809303,1.398703,2.393135,1.085376,1.084563,1.323443,1.07461,0.948596,1.049903,0.907066,0.958496,0.936903,0.875991,0.927453,0.887957,0.823273,0.71448,0.680534,0.690618,0.672314,0.672223,0.586793,0.576737,0.602381,0.607851,0.570579,music
0.123358,3.177251,0.162106,0.082706,0.098602,0.071838,0.570305,0.029617,0.049701,0.058361,96.676897,149.039535,0.208136,10.134012,118.93293,8.647615,21.673278,0.065929,2.374196,92.673022,30.424972,-10.972941,-15.667963,-3.555427,0.515131,-5.313787,-3.15953,-1.350141,-1.431972,1.115733,0.746122,0.621455,-0.375226,0.035053,1.612719,1.665345,1.524175,0.134107,0.324831,-0.067743,-0.078343,0.246785,0.178242,0.007679,0.148951,0.331548,9.555943,2.262113,2.990848,1.576115,1.367893,2.106804,1.488096,1.614159,1.714162,1.549555,1.681904,1.527825,1.655752,1.661906,1.688212,1.424014,1.621343,1.72568,1.034043,1.162503,0.810328,1.037235,0.820254,1.064321,0.762636,0.891218,music
0.02179,2.912316,0.065838,0.012222,0.014524,0.00685,0.369213,0.023216,0.005335,0.006296,72.139902,156.290698,0.256095,13.838667,21.055391,16.570661,42.189991,0.093754,2.905664,13.63369,-0.068741,-5.879692,-4.763356,-0.071001,-2.018457,-0.365441,-0.905663,-0.490592,-0.842046,-0.44069,-0.237723,0.285452,-0.312104,0.014281,-0.143636,0.149794,-0.008514,0.016648,-0.116838,-0.0058,-0.089717,-0.13711,-0.09636,0.012759,-0.058793,0.120886,12.737906,4.023055,3.025623,1.248666,1.039429,0.975367,0.880164,0.855435,0.777448,0.862642,0.825311,0.867155,0.835496,0.765789,0.782166,0.792368,0.696138,0.668739,0.637228,0.702441,0.602032,0.668457,0.570526,0.485445,0.477717,0.543604,music
0.059659,2.795882,0.081162,0.041085,0.047241,0.025729,0.391216,0.06642,0.019915,0.022158,70.831524,131.985271,0.196421,11.098419,44.169978,40.097473,86.814061,0.105588,3.189923,33.954757,10.951469,-4.93927,-2.446726,-1.140376,-2.88186,-3.307354,-2.687315,-1.950989,-1.502022,-0.638758,-1.116425,-0.517876,-0.871822,0.163216,-0.169949,-0.249098,-0.913766,-0.595175,-0.205163,0.007729,-0.582616,-0.177388,-0.015254,-0.13136,-0.090101,0.006575,24.832474,8.363418,6.05743,2.256944,1.866852,1.572113,1.391648,1.311785,1.511849,1.434943,1.526106,1.483741,1.2393,1.423882,1.086845,1.069331,1.018194,1.181978,0.938513,1.145498,0.97113,0.717784,0.693399,0.629186,0.646946,0.649408,music
0.140262,2.692681,0.063971,0.099637,0.114196,0.078146,0.432259,0.04332,0.060159,0.065541,67.811118,144.925581,0.204595,12.389063,94.878955,17.092592,40.276822,0.050723,2.99988,92.099547,27.655835,-6.539794,-0.720266,2.75218,-0.047504,-1.226685,0.467848,-1.19794,-0.49278,1.66418,-0.307519,1.601848,-0.209552,0.309435,0.539854,0.219659,-0.393945,-0.760604,-0.972755,0.365735,0.611059,0.203533,-0.054115,-0.115559,-0.151211,0.775896,23.197472,2.861285,5.383625,2.456517,1.831803,1.450332,1.38656,1.386378,1.270539,1.242378,1.429251,1.715881,1.229662,1.111587,1.032133,1.0652,1.367828,1.298546,1.219158,0.97047,1.325129,1.127761,0.902916,0.843952,0.864321,1.002846,music
0.127979,2.777696,0.064931,0.086361,0.103282,0.066189,0.38399,0.03617,0.047998,0.054754,66.328256,138.025581,0.176778,12.279011,52.948481,19.746469,56.517996,0.07065,2.231049,51.121964,26.326826,-5.119968,-1.795476,1.165063,-1.86875,-0.886197,-0.91649,-1.048625,-1.137343,0.083399,-0.598266,1.398299,-0.027976,0.247537,0.626763,0.965065,0.261057,-0.161843,-0.711708,0.026193,-0.179232,0.138811,0.335312,0.455496,-0.532391,-0.038772,13.222777,3.907172,5.273456,2.468571,1.562366,1.552577,1.530752,1.319163,1.347645,1.420782,1.24636,1.147413,1.111066,1.197642,1.941775,1.737693,1.195688,1.294405,2.058455,1.918276,1.251637,1.163709,1.254741,0.880618,1.001776,1.121723,music
0.040073,3.068854,0.079864,0.025802,0.030622,0.011535,0.429773,0.031841,0.00853,0.009728,66.197425,140.207752,0.18414,10.511008,30.898274,23.966853,71.013877,0.09982,1.853565,27.477743,6.112064,-2.483859,-3.946912,-1.399455,-0.637784,0.814006,-0.677873,0.161889,-1.528835,0.423632,-1.315004,0.852622,0.585869,0.26653,-0.233618,-0.264388,0.054136,-1.850605,0.481396,-0.604171,0.000909,-0.521223,0.145531,0.232929,0.726639,0.245989,11.263164,5.87411,3.714302,2.017543,1.69721,1.631673,1.514553,1.325548,2.019297,1.71959,1.305715,1.204702,1.169761,1.15068,1.201916,1.071646,1.181648,1.320668,1.105344,1.072466,0.986401,0.925991,0.824537,0.711424,0.675466,0.774827,music
0.045005,2.651832,0.043164,0.02643,0.033142,0.032526,0.727888,0.025393,0.023533,0.027921,56.66919,105.464341,0.170402,13.731766,25.941982,19.128465,48.593176,0.082369,4.093452,40.816193,-5.165613,-3.238327,-4.296619,-3.431412,-0.68225,-1.54947,-2.99867,-1.751267,-1.888903,-0.953435,-0.363394,0.221137,-0.272614,0.683486,0.535506,0.211541,-0.026537,0.308513,-0.036874,-0.379313,-0.308183,-0.2834,-0.324081,-0.250368,-0.129849,-0.06928,24.463222,4.72434,4.854963,2.657386,1.926838,1.492032,1.959118,1.48516,1.181342,1.216156,0.960241,0.907303,1.280696,1.219661,1.112793,1.017752,1.29887,1.555394,1.370862,1.040527,1.154404,1.075735,0.872672,0.644316,0.58673,0.756264,music
0.08442,3.075589,0.05928,0.054989,0.066108,0.035672,0.483598,0.021086,0.024321,0.028527,74.146294,163.382171,0.296311,10.507081,80.411081,18.484856,55.566334,0.085257,2.124404,78.441042,27.813159,-6.309842,0.437276,-0.802947,-2.314194,-1.604806,-0.976799,-0.050967,-0.020009,0.226239,-0.495751,0.319102,-0.020128,0.650927,0.119172,0.26937,-0.141091,-0.07098,-0.154952,-0.078596,-0.276928,-0.278831,-0.225917,-0.047172,-0.149068,-0.102236,11.696298,3.418953,1.742209,1.459745,1.412962,1.138642,0.992047,0.953784,1.014201,1.008341,0.902349,0.764682,0.942857,0.921105,0.874946,0.734382,0.68677,0.597404,0.639817,0.511261,0.529191,0.583564,0.516216,0.537046,0.483974,0.422798,music
0.156797,2.741648,0.079956,0.111512,0.12758,0.040478,0.391231,0.050719,0.030828,0.03293,114.595984,270.278295,0.376027,12.982585,155.880219,39.555712,65.894872,0.090624,2.669933,124.081769,39.667476,-14.371638,2.968228,1.447969,-0.520799,1.743284,0.044612,1.073064,0.341438,2.008117,1.240196,1.33818,0.785632,0.652164,0.123819,-0.189278,-0.787103,-0.847738,0.070105,0.591012,-0.296164,-0.085794,-0.341068,-0.640292,0.23958,-0.465263,11.514811,4.829277,4.024833,2.983704,2.360419,2.290949,1.917216,1.548741,1.44281,1.499938,1.405267,1.209914,1.101768,1.186095,1.106772,1.245314,1.305706,1.184016,1.138804,1.144698,0.884769,0.866298,0.707753,0.714516,0.927628,0.734981,music
0.119555,3.329026,0.107071,0.077142,0.093847,0.039285,0.51325,0.032511,0.026772,0.031372,107.659383,235.624806,0.372472,9.419782,144.450131,27.421718,69.271964,0.115947,1.789362,135.911384,43.761991,-11.121286,-2.006895,-1.627992,2.562929,1.097892,-2.58326,0.091222,0.110702,0.647899,-0.688333,-1.379686,-0.414982,-0.381625,-0.658776,-0.190704,-0.42854,-0.176126,-0.373269,-0.048897,0.152834,-0.473537,0.120817,-0.299959,-0.370873,0.260012,11.094467,3.656928,1.979867,1.63663,1.628034,1.309363,1.380949,1.099937,1.137578,0.994271,0.925341,1.02919,1.087652,0.746135,0.736326,0.75057,0.69956,0.771282,0.655939,0.691406,0.64398,0.654902,0.773054,0.728763,0.803115,0.70145,music
0.08958,2.894817,0.072681,0.062064,0.071847,0.049489,0.394605,0.024761,0.036712,0.041125,59.501362,116.383721,0.126797,11.326373,75.985309,13.583819,36.587191,0.047925,2.562395,59.411264,16.282684,-0.109667,-8.493806,-2.418764,-2.237352,-5.92302,-0.988754,0.095972,-3.112506,-1.631687,0.562508,-0.810071,-0.317423,0.682264,0.357457,-0.408399,-0.239713,0.279189,-0.267466,0.289895,0.07645,0.286555,0.343134,0.085041,-0.233805,0.274404,11.769851,3.621054,4.048532,2.088226,2.190551,2.042706,2.225419,2.353552,1.648508,1.536444,1.866826,1.556753,1.226467,1.298116,1.51039,1.533643,1.467109,1.317001,1.393724,1.464775,1.36476,0.976193,0.972777,0.828236,0.956023,1.052335,music
0.090585,2.812153,0.081798,0.058459,0.071259,0.058378,0.471761,0.051958,0.038422,0.046537,73.825474,138.260465,0.214311,13.106915,71.059805,17.764311,34.147678,0.077537,2.873076,55.199707,14.658959,-8.78103,-7.560265,0.158953,2.528188,-2.427405,-2.527227,1.319048,1.515607,0.741182,0.434839,2.276308,1.476497,1.512397,2.032393,1.686651,0.778763,-0.120794,-0.368982,0.565414,0.383708,-0.124705,-0.216745,0.388967,0.115508,0.186937,9.08023,2.552123,4.302813,1.931228,2.552874,3.356858,2.288757,1.886492,1.486661,1.268205,1.111987,1.282356,1.324517,1.124568,1.068869,1.127702,0.860476,1.212677,0.999635,0.81679,0.669834,0.780839,0.690139,0.751035,0.60961,0.601642,music
0.11034,2.987209,0.071194,0.073077,0.087634,0.030562,0.389211,0.027155,0.023934,0.025556,61.879191,124.856589,0.172454,10.26533,81.080512,16.826754,44.165057,0.075953,2.14523,62.633989,30.044387,-1.62925,-5.752092,0.624685,-1.636604,0.495042,-0.058325,0.182577,-0.036762,-0.444623,-0.818655,-0.639821,-0.437681,-0.109818,-0.128146,0.493387,-0.042155,-0.005948,-0.197552,0.069983,-0.183929,-0.12613,-0.120038,-0.10332,-0.248957,-0.125672,9.774523,4.477402,2.735739,2.684279,1.986888,1.331702,1.729971,1.140508,1.288485,1.149583,1.331468,1.075237,1.271688,1.123064,1.102372,1.240799,1.033732,0.951076,0.943794,0.870242,0.943965,0.83295,0.855737,0.753915,0.813458,0.846237,music
0.081177,3.245355,0.137273,0.053749,0.064006,0.030629,0.426799,0.061717,0.022273,0.025092,115.047526,245.393798,0.394932,9.486963,91.043156,35.272528,64.665412,0.132643,2.123638,80.249549,38.901183,-12.588787,-1.753754,-0.909905,-2.351143,-0.249778,0.574264,1.394971,0.862157,0.878001,0.24799,0.483363,0.132774,0.012598,-0.269993,0.490282,0.0355,-0.351411,-0.328242,0.152758,-0.570531,-0.497295,-0.299974,0.043643,0.287681,-0.237421,8.862527,4.861023,2.622086,1.94194,1.612155,1.343213,1.482806,1.115098,1.03736,1.180165,0.997784,1.005901,1.237189,0.967787,1.004201,1.049435,0.62127,0.827241,0.592281,0.812266,0.740256,0.628619,0.661435,0.714596,0.533611,0.622634,music
0.088932,3.297494,0.123555,0.057956,0.06967,0.025727,0.57295,0.044744,0.016916,0.020021,111.440362,225.351163,0.389041,10.034082,126.268584,31.714286,69.464318,0.142606,2.009295,122.857564,36.775387,-12.879346,-4.434865,3.127844,3.09692,0.298968,-0.698523,0.247766,-0.652407,-0.910753,-0.078882,-0.343784,-0.785568,-0.137999,-0.124501,0.321321,0.407951,0.566927,-0.018094,0.448341,-0.213837,-0.076105,0.031603,-0.19866,-0.338346,-0.043333,12.368056,5.173432,3.152061,2.691428,2.354878,1.592059,1.584944,1.697839,1.336535,1.353132,1.133272,1.04324,1.014799,0.991114,0.898482,0.82223,0.916425,0.853154,0.813372,0.758699,0.730773,0.794498,0.680912,0.655576,0.784655,0.702531,music
0.055717,2.889405,0.093987,0.038151,0.044121,0.009958,0.311572,0.042003,0.008041,0.008519,94.576835,208.291473,0.343719,9.929837,56.270449,30.174432,69.760478,0.124245,1.825885,34.509133,27.024268,-9.06887,-1.546896,0.002972,-1.50061,-0.495984,-1.088214,-0.158422,-0.588257,-0.674377,0.152908,-0.686075,-0.802998,-0.655727,-1.143586,0.048234,-0.626153,-0.029625,-0.663674,-0.126333,-0.149988,0.060171,-0.270423,-0.341614,-0.392038,0.173563,8.75294,4.426296,3.012468,1.521764,1.569587,1.507526,1.103498,1.044073,0.997764,0.997984,0.987132,0.973301,0.999234,0.862142,0.71388,0.883314,0.69948,0.873047,0.715725,0.560292,0.603454,0.552725,0.609826,0.491622,0.540157,0.470115,music
0.061909,3.116036,0.150552,0.04171,0.048773,0.010098,0.289505,0.026526,0.007525,0.008433,110.262837,204.964341,0.357973,8.235842,71.223149,21.614755,63.234254,0.110712,1.468813,40.202585,33.105283,-12.26626,-8.751937,-1.193557,3.142775,2.125289,-1.474315,0.120706,-0.237406,-0.300831,-0.149999,-0.511311,-0.02936,-0.341738,0.347752,-0.255859,-0.174316,0.267402,-0.095956,0.139217,-0.088102,0.244374,-0.046885,-0.070796,-0.267829,0.094094,6.490675,3.572111,2.885636,1.831894,1.679941,1.655952,1.124184,1.232534,0.95534,0.988522,0.868247,0.818924,0.801871,0.714569,0.781962,0.729765,0.709791,0.72164,0.661055,0.746843,0.747014,0.658597,0.607586,0.598869,0.632671,0.531366,music
0.077556,2.789444,0.06026,0.052508,0.061922,0.034445,0.427603,0.028429,0.023739,0.027837,69.584288,142.875969,0.22295,11.682301,38.331619,23.41084,67.927619,0.093226,1.93892,38.512105,18.531421,-5.54242,-0.485781,-1.520739,-0.533326,-1.272678,-0.135318,0.18254,0.270014,-0.066248,-0.639283,0.039946,0.361965,0.541011,0.751963,1.209107,1.066385,0.350705,-0.79696,-0.854049,-0.730516,0.03157,0.078996,0.252131,0.022154,0.058211,12.642393,4.588589,4.206929,1.796825,1.468698,1.793842,1.312517,1.359935,1.20096,1.555761,1.735587,1.254527,1.000886,0.988401,1.204739,1.162239,1.110961,1.082339,1.261616,1.226858,0.903413,1.023537,1.229888,0.777797,0.984818,0.735282,music
