@RELATION music_speech
@ATTRIBUTE BIN_A_MEAN NUMERIC
@ATTRIBUTE BIN_B_MEAN NUMERIC
@ATTRIBUTE BIN_C_MEAN NUMERIC
@ATTRIBUTE BIN_D_MEAN NUMERIC
@ATTRIBUTE BIN_E_MEAN NUMERIC
@ATTRIBUTE BIN_F_MEAN NUMERIC
@ATTRIBUTE BIN_G_MEAN NUMERIC
@ATTRIBUTE BIN_H_MEAN NUMERIC
@ATTRIBUTE BIN_I_MEAN NUMERIC
@ATTRIBUTE BIN_J_MEAN NUMERIC
@ATTRIBUTE BIN_K_MEAN NUMERIC
@ATTRIBUTE BIN_L_MEAN NUMERIC
@ATTRIBUTE BIN_M_MEAN NUMERIC
@ATTRIBUTE BIN_N_MEAN NUMERIC
@ATTRIBUTE BIN_O_MEAN NUMERIC
@ATTRIBUTE BIN_P_MEAN NUMERIC
@ATTRIBUTE BIN_Q_MEAN NUMERIC
@ATTRIBUTE BIN_R_MEAN NUMERIC
@ATTRIBUTE BIN_S_MEAN NUMERIC
@ATTRIBUTE BIN_T_MEAN NUMERIC
@ATTRIBUTE BIN_U_MEAN NUMERIC
@ATTRIBUTE BIN_V_MEAN NUMERIC
@ATTRIBUTE BIN_W_MEAN NUMERIC
@ATTRIBUTE BIN_X_MEAN NUMERIC
@ATTRIBUTE BIN_Y_MEAN NUMERIC
@ATTRIBUTE BIN_Z_MEAN NUMERIC
@ATTRIBUTE BIN_A_STD NUMERIC
@ATTRIBUTE BIN_B_STD NUMERIC
@ATTRIBUTE BIN_C_STD NUMERIC
@ATTRIBUTE BIN_D_STD NUMERIC
@ATTRIBUTE BIN_E_STD NUMERIC
@ATTRIBUTE BIN_F_STD NUMERIC
@ATTRIBUTE BIN_G_STD NUMERIC
@ATTRIBUTE BIN_H_STD NUMERIC
@ATTRIBUTE BIN_I_STD NUMERIC
@ATTRIBUTE BIN_J_STD NUMERIC
@ATTRIBUTE BIN_K_STD NUMERIC
@ATTRIBUTE BIN_L_STD NUMERIC
@ATTRIBUTE BIN_M_STD NUMERIC
@ATTRIBUTE BIN_N_STD NUMERIC
@ATTRIBUTE BIN_O_STD NUMERIC
@ATTRIBUTE BIN_P_STD NUMERIC
@ATTRIBUTE BIN_Q_STD NUMERIC
@ATTRIBUTE BIN_R_STD NUMERIC
@ATTRIBUTE BIN_S_STD NUMERIC
@ATTRIBUTE BIN_T_STD NUMERIC
@ATTRIBUTE BIN_U_STD NUMERIC
@ATTRIBUTE BIN_V_STD NUMERIC
@ATTRIBUTE BIN_W_STD NUMERIC
@ATTRIBUTE BIN_X_STD NUMERIC
@ATTRIBUTE BIN_Y_STD NUMERIC
@ATTRIBUTE BIN_Z_STD NUMERIC
@ATTRIBUTE class {music,speech}
@DATA
26.888580,-5.651701,-10.327445,-2.713831,-0.154696,-6.052295,-5.634185,-2.792432,-2.236362,-0.122797,-0.689512,1.622211,1.208010,0.123435,1.142151,0.917498,0.339983,0.062529,-0.064343,0.038935,0.135275,-0.201978,-0.396636,0.312987,0.083735,0.009330,5.813315,1.401115,2.393490,1.085174,1.084546,1.323434,1.070987,0.945611,1.045433,0.906918,0.949180,0.939143,0.874141,0.940070,0.882542,0.817318,0.715565,0.689984,0.698909,0.656671,0.672348,0.595645,0.575543,0.597990,0.599741,0.576787,music
30.497511,-10.918137,-15.644099,-3.590264,0.460451,-5.360620,-3.187452,-1.410315,-1.491049,1.143924,0.931821,0.833365,-0.328646,-0.163178,1.353304,1.552950,1.618051,0.283572,0.412306,-0.055151,-0.069374,0.254016,0.156277,-0.058918,0.078751,0.290085,9.552774,2.267108,2.989352,1.573233,1.371172,2.102242,1.476448,1.610851,1.719042,1.559464,1.694395,1.512701,1.652074,1.694411,1.687973,1.400704,1.613225,1.725429,1.034799,1.139993,0.812030,1.047515,0.820360,1.070805,0.762951,0.881976,music
-0.043941,-5.853809,-4.723225,-0.075688,-2.057273,-0.419664,-0.931075,-0.528584,-0.876041,-0.425947,-0.105062,0.440301,-0.273282,-0.134345,-0.333349,0.070304,0.063993,0.118722,-0.057355,0.010227,-0.069918,-0.137122,-0.133819,-0.046568,-0.089898,0.118324,12.733872,4.026236,3.024611,1.249531,1.041555,0.976879,0.879747,0.852818,0.778065,0.867368,0.831601,0.859105,0.834345,0.773895,0.772816,0.778589,0.694683,0.679149,0.644155,0.693975,0.605914,0.675005,0.572525,0.487855,0.476518,0.545314,music
10.929544,-4.945752,-2.409617,-1.114807,-2.879830,-3.333169,-2.711593,-2.004570,-1.554945,-0.638694,-0.997129,-0.372853,-0.831643,0.029454,-0.339176,-0.314277,-0.833900,-0.491236,-0.150526,0.003306,-0.594520,-0.203187,-0.050332,-0.158099,-0.075776,0.035346,24.836177,8.359431,6.061941,2.252736,1.862711,1.571170,1.392733,1.307224,1.505130,1.439791,1.531852,1.485067,1.235699,1.433442,1.082864,1.056977,1.018080,1.200256,0.947148,1.135449,0.976545,0.725664,0.697504,0.632797,0.646620,0.642315,music
27.707334,-6.500132,-0.707204,2.697450,-0.106433,-1.220937,0.534537,-1.215312,-0.617105,1.579933,-0.165151,1.854342,-0.121998,0.095842,0.269783,0.165074,-0.213358,-0.606261,-0.980554,0.275726,0.603374,0.261875,-0.026090,-0.163904,-0.212282,0.744690,23.211715,2.843386,5.408984,2.474069,1.797063,1.473121,1.350771,1.377166,1.295769,1.170437,1.448350,1.759343,1.265844,1.079434,1.015238,1.038815,1.305638,1.253899,1.292104,0.946212,1.312879,1.234231,0.869200,0.854140,0.817089,0.956988,music
26.352837,-5.093069,-1.761625,1.160405,-1.902189,-0.931100,-0.943963,-1.096918,-1.182142,0.099843,-0.453959,1.564985,0.012950,0.089209,0.424409,0.878773,0.340466,-0.047361,-0.643700,0.036793,-0.169627,0.133050,0.302891,0.401966,-0.562915,-0.044847,13.237106,3.900543,5.279809,2.480941,1.567060,1.551207,1.516282,1.315104,1.353748,1.421836,1.263114,1.139597,1.103847,1.214991,1.935598,1.715619,1.193487,1.321669,2.059392,1.887591,1.235780,1.191606,1.264719,0.881759,1.009185,1.125724,music
6.096426,-2.477816,-3.883536,-1.376383,-0.670422,0.745667,-0.704990,0.129189,-1.561767,0.424188,-1.186279,1.013138,0.633596,0.110701,-0.426348,-0.338243,0.139722,-1.752625,0.532512,-0.590151,0.029230,-0.529316,0.087432,0.166958,0.725212,0.279283,11.272615,5.872193,3.718787,2.024872,1.698452,1.630460,1.513890,1.323142,2.012209,1.715973,1.298519,1.194909,1.168478,1.163430,1.202802,1.052334,1.174472,1.335741,1.114351,1.054852,0.990209,0.944170,0.827802,0.721542,0.699486,0.788041,music
-5.102481,-3.192928,-4.274403,-3.467715,-0.736130,-1.594761,-3.007489,-1.779236,-1.919762,-0.942286,-0.239081,0.364067,-0.235534,0.543035,0.359650,0.135096,0.042328,0.400415,0.014596,-0.371715,-0.283467,-0.264204,-0.337815,-0.311103,-0.191505,-0.104905,24.463178,4.733234,4.859617,2.668666,1.929275,1.488769,1.958025,1.487229,1.188021,1.194807,0.951691,0.915866,1.289655,1.224830,1.097931,0.998389,1.274202,1.561481,1.393606,1.033102,1.147553,1.085238,0.871717,0.647233,0.591644,0.767320,music
27.810611,-6.300237,0.480061,-0.784954,-2.330873,-1.651431,-1.014843,-0.105490,-0.061719,0.245454,-0.356649,0.476277,0.018145,0.501345,-0.072045,0.186388,-0.067413,0.039670,-0.083541,-0.062658,-0.272935,-0.300893,-0.271313,-0.093382,-0.154175,-0.085154,11.704412,3.407371,1.743413,1.455124,1.398144,1.133808,0.989685,0.956883,1.009810,1.006922,0.900872,0.757318,0.939757,0.931417,0.873366,0.720443,0.692141,0.611112,0.646491,0.500827,0.537098,0.599094,0.515452,0.525782,0.473044,0.420627,music
39.685121,-14.351023,2.994935,1.438840,-0.553276,1.714669,0.043816,1.046916,0.293727,1.996030,1.346689,1.481199,0.828610,0.519708,-0.041655,-0.246728,-0.703358,-0.757037,0.103074,0.577975,-0.286769,-0.076775,-0.357341,-0.683893,0.214619,-0.468491,11.517994,4.829040,4.021627,2.982588,2.367617,2.291958,1.914882,1.549775,1.440896,1.507889,1.413845,1.196379,1.097989,1.207365,1.100489,1.220712,1.306561,1.198843,1.140874,1.131015,0.889135,0.881124,0.713877,0.717728,0.929127,0.729780,music
43.801761,-11.090441,-1.982653,-1.646369,2.528324,1.062239,-2.598635,0.048263,0.066345,0.657576,-0.555344,-1.225439,-0.375210,-0.529017,-0.844952,-0.269590,-0.351333,-0.070431,-0.314395,-0.046955,0.160707,-0.471006,0.102452,-0.348348,-0.410569,0.241328,11.101580,3.652545,1.987467,1.651355,1.618322,1.301464,1.372653,1.096792,1.129709,0.990721,0.926309,1.029366,1.086977,0.750662,0.730422,0.742894,0.693942,0.765536,0.654300,0.686065,0.637136,0.657168,0.781952,0.738840,0.816122,0.712516,music
16.307609,-0.084553,-8.451184,-2.424277,-2.276902,-5.978048,-1.011805,0.057156,-3.151119,-1.620348,0.699761,-0.645241,-0.275799,0.526528,0.156866,-0.488506,-0.161225,0.387948,-0.209621,0.303705,0.095039,0.288694,0.304718,0.024523,-0.265480,0.273135,11.770696,3.613693,4.051444,2.089783,2.193287,2.044033,2.199957,2.354449,1.639015,1.533649,1.881738,1.534807,1.228875,1.302934,1.474172,1.509856,1.448196,1.316004,1.392275,1.433222,1.348892,1.000644,0.985914,0.826535,0.947033,1.051529,music
14.704420,-8.744050,-7.534144,0.134255,2.481812,-2.465813,-2.535060,1.284362,1.465635,0.743333,0.569532,2.445726,1.520574,1.355526,1.830427,1.610028,0.865419,-0.009078,-0.319329,0.563182,0.396671,-0.110058,-0.234332,0.333259,0.066757,0.164962,9.048485,2.536945,4.304742,1.935012,2.556012,3.343011,2.279960,1.885452,1.487215,1.270557,1.111064,1.266774,1.321746,1.140429,1.058772,1.119849,0.857462,1.220174,1.008315,0.805108,0.666134,0.785529,0.697073,0.760065,0.628986,0.613671,music
30.060513,-1.603063,-5.703916,0.629139,-1.680025,0.430244,-0.092543,0.144976,-0.067586,-0.424807,-0.679182,-0.477653,-0.397651,-0.266570,-0.327997,0.408147,0.031525,0.098576,-0.132343,0.093805,-0.156849,-0.129613,-0.168699,-0.171102,-0.276187,-0.120168,9.772542,4.473498,2.729820,2.683238,1.989520,1.325821,1.731654,1.144334,1.290995,1.150481,1.336169,1.065910,1.266909,1.145975,1.093620,1.217811,1.041408,0.960210,0.943334,0.851843,0.945877,0.850547,0.864848,0.748953,0.821386,0.845883,music
38.872590,-12.584397,-1.686396,-0.870978,-2.379535,-0.322482,0.527403,1.350918,0.826896,0.894586,0.391808,0.656436,0.177517,-0.152427,-0.480272,0.405126,0.117829,-0.240307,-0.259857,0.179497,-0.546494,-0.519310,-0.371576,-0.023098,0.295297,-0.194554,8.873667,4.860849,2.633125,1.948586,1.606225,1.339196,1.481077,1.121754,1.037684,1.175532,1.014788,0.990996,1.228346,0.987476,0.978634,1.039439,0.622535,0.822159,0.590205,0.807124,0.736718,0.635754,0.663421,0.718846,0.540813,0.620034,music
36.826980,-12.839272,-4.402069,3.106867,3.049710,0.243215,-0.727887,0.203493,-0.685504,-0.883230,0.068663,-0.180834,-0.749492,-0.295161,-0.328236,0.229799,0.476053,0.678490,0.053756,0.471610,-0.193843,-0.071929,-0.000347,-0.262248,-0.390289,-0.066607,12.367037,5.175566,3.148409,2.687427,2.360314,1.590895,1.578376,1.691278,1.342920,1.361081,1.139205,1.034479,1.011061,1.013102,0.896269,0.806390,0.914339,0.865983,0.825250,0.739033,0.726158,0.802776,0.686401,0.647617,0.773776,0.699564,music
27.043243,-9.049472,-1.508583,-0.002336,-1.534114,-0.539696,-1.101485,-0.192838,-0.632998,-0.673928,0.276539,-0.527177,-0.761476,-0.800919,-1.332957,-0.019530,-0.545662,0.075317,-0.619125,-0.123108,-0.138869,0.065471,-0.302000,-0.392690,-0.418139,0.175239,8.756738,4.425080,3.010469,1.520875,1.569576,1.512090,1.101644,1.044603,1.000186,0.993218,0.988700,0.971211,0.995035,0.870903,0.708788,0.879317,0.704380,0.875854,0.714981,0.551807,0.604423,0.555081,0.614015,0.488485,0.535355,0.468549,music
33.171192,-12.225750,-8.724323,-1.230415,3.095389,2.074973,-1.486482,0.083127,-0.267008,-0.285861,-0.015294,-0.363935,0.008394,-0.488530,0.163970,-0.338562,-0.105758,0.366166,-0.036553,0.151406,-0.066545,0.258528,-0.064761,-0.131052,-0.327812,0.060141,6.479896,3.571784,2.886083,1.832321,1.672701,1.649075,1.122616,1.230246,0.953376,0.987402,0.871227,0.817936,0.799667,0.710202,0.768111,0.716799,0.705111,0.725539,0.655548,0.722456,0.734152,0.659792,0.602409,0.591682,0.624090,0.523858,music
18.550142,-5.516508,-0.429091,-1.503496,-0.562772,-1.349027,-0.207908,0.098095,0.227006,-0.009658,-0.433164,0.252427,0.403513,0.335633,0.483046,1.078638,1.145798,0.506941,-0.675489,-0.805945,-0.720622,-0.003244,0.009549,0.181635,-0.001614,0.066171,12.639114,4.585231,4.199679,1.790269,1.472557,1.796821,1.313395,1.343296,1.180344,1.568784,1.812460,1.341712,0.999556,1.036781,1.223776,1.127193,1.127571,1.098432,1.265720,1.214064,0.895912,1.054934,1.265406,0.782124,0.984027,0.742390,music
28.946049,-11.930225,-1.841312,1.989230,0.088756,-0.344458,0.306565,0.938907,0.084245,0.460935,1.458099,0.637585,-0.258926,-0.627969,-0.354473,-0.315791,-0.450426,-1.016424,-0.807809,-0.205934,-0.479184,0.063780,0.220780,-0.212713,-0.058031,-0.394040,9.284269,3.464660,2.720367,1.890802,1.543880,1.416907,1.297310,1.406942,1.687134,1.334396,1.221548,1.362295,1.363735,1.146898,1.409960,1.461601,1.127551,1.156498,1.221132,1.141817,0.995442,0.883139,0.856553,0.673942,0.907401,0.932361,music
38.168064,-7.900312,-4.983210,-1.540488,1.704688,-0.194170,-1.612918,0.018030,0.275246,0.550323,0.267083,0.359010,0.372252,-0.150157,-0.434270,-0.179681,-0.036940,-0.536015,-0.807419,-0.518713,-0.787726,-0.397918,-0.209527,0.137681,-0.013451,-0.064951,9.804717,3.713835,2.472637,1.425149,1.681758,1.225097,1.465383,1.103601,0.953705,0.941324,1.015047,0.878970,0.863182,0.830662,0.870701,0.921066,0.790894,0.645677,0.876603,0.762589,0.634966,0.607285,0.512946,0.461804,0.534095,0.540249,music
26.425580,-7.061905,-2.088905,-0.682234,-4.422609,-1.350112,-3.812105,-1.372115,-1.956111,-0.374037,-1.071471,0.001364,-0.604051,-0.320826,-0.045054,-0.298590,0.354847,0.461669,-0.850922,-0.206369,-0.460026,-0.713641,-0.333660,0.212877,0.160121,0.098066,13.187023,7.039278,4.188160,2.068007,1.939966,1.294734,1.249822,1.218057,1.298909,0.938166,1.035144,1.096873,1.175111,0.994136,1.129912,1.083566,0.988552,0.890322,0.889663,0.736086,0.900629,0.780452,0.822472,0.605776,0.748228,0.788126,music
13.420257,1.959839,-9.932372,-1.981237,-2.823539,-2.921960,-0.985100,-0.884428,-0.940014,-0.799440,-1.880770,-1.214046,-0.376285,0.648664,0.017563,-0.556909,-0.760563,-0.577482,-0.178794,0.004233,-0.177595,0.400920,0.133863,-0.079855,-0.250759,-0.303438,9.059657,3.434862,2.229928,1.887608,1.492818,1.501406,1.550001,1.278322,1.343745,1.400010,1.568934,1.860471,1.789789,1.522315,1.421974,1.261095,1.270940,1.169452,1.062593,1.039297,0.986408,1.116220,0.784759,0.774520,0.846424,0.778969,music
14.600349,-1.633520,-3.568418,-1.588538,-1.889815,-1.280691,-1.285607,-1.343113,-1.141598,0.282425,0.018985,0.504583,0.142792,-0.397863,-0.656458,-0.011183,-0.254459,0.204426,0.365270,-0.047706,-0.077807,0.241469,-0.256683,-0.072180,-0.036020,-0.245985,28.514640,6.447950,3.013365,1.389924,1.110916,1.188633,1.221906,1.336013,1.144960,1.236115,1.080012,0.981752,1.003372,1.093429,1.221991,0.995456,0.886271,0.927148,1.171439,0.683990,0.781953,0.786524,0.656112,0.531946,0.595238,0.735694,music
-16.721671,-10.063601,1.512167,0.704061,1.140668,-0.101147,-0.741206,-0.703461,-0.930155,0.387762,-0.010465,0.110435,0.691251,0.105033,0.269962,0.525486,-0.081288,-0.064332,-0.009618,0.196721,-0.354536,0.026721,0.042903,-0.088709,-0.053542,0.064319,21.561663,7.570751,4.299918,3.206332,2.820239,2.375660,1.985825,1.697102,1.637758,1.267854,1.230068,1.197764,1.034920,0.998395,0.974294,0.955648,0.779820,0.735443,0.668532,0.631090,0.635794,0.605613,0.522673,0.496185,0.480787,0.455356,speech
10.096889,-8.615955,-2.759933,-0.937658,-1.083389,-2.942088,-1.240352,-0.853769,-2.244675,-0.010241,-0.059134,-0.792447,0.433324,-0.270795,-0.450432,0.302298,-0.480257,-0.397500,-0.356799,0.037152,-0.527437,-0.260292,-0.125649,-0.117593,-0.117058,-0.016355,19.959022,6.213874,4.019460,3.731171,3.224326,2.976751,2.123717,1.913197,2.024700,1.250713,1.315593,1.382234,1.462166,1.049001,1.220467,0.909878,0.844904,0.835171,0.747351,0.725581,0.754554,0.650133,0.621811,0.590637,0.549436,0.483625,speech
11.086980,-12.928790,-4.300469,-0.818963,0.760710,-1.409961,-1.985893,-0.415539,-0.250639,2.171018,0.007905,0.414994,1.445288,0.235826,0.520208,0.945203,0.262537,0.771551,0.208830,-0.096789,0.015476,0.244102,-0.343677,0.227017,-0.005750,-0.015164,13.223423,7.266289,5.642902,3.812012,2.307444,3.319616,2.720856,1.989794,1.838660,1.652025,1.412531,1.195394,1.326252,1.244057,1.033969,0.910658,0.907561,0.845077,0.797868,0.847841,0.790038,0.790364,0.876549,0.809701,0.739335,0.572716,speech
3.986213,-14.341908,-3.096655,-2.071976,-1.936810,-1.242293,-2.925627,-2.248215,-0.625910,-0.292574,-0.860852,0.281703,-0.487908,0.010124,-0.088429,0.104599,-0.036879,0.126355,-0.306051,-0.280958,-0.369845,-0.134429,-0.449856,-0.229427,-0.348390,-0.054866,11.255885,5.166202,3.535398,2.880456,2.156383,2.164584,2.212944,1.468554,1.399950,1.147538,1.005271,1.166166,1.032840,0.882102,0.845859,0.967323,0.766014,0.813471,0.738342,0.697553,0.636613,0.638397,0.650423,0.579849,0.539458,0.476764,speech
8.165923,-14.238732,-2.437018,-1.150192,0.301168,-1.492379,-2.396735,-0.681207,-1.070231,-0.110726,-0.064706,0.450334,-0.104395,0.064977,0.425532,0.877154,0.310207,0.675016,0.265981,0.145777,0.126490,0.217265,-0.164017,-0.046905,-0.091248,0.003202,16.516448,7.000073,3.724023,2.566388,2.365119,3.051959,2.453003,1.562882,1.493875,1.403521,1.436421,1.105296,0.960290,1.121471,1.127320,0.868637,0.756962,0.765003,0.705553,0.631126,0.616912,0.542586,0.498097,0.479633,0.463784,0.436095,speech
-15.691552,-4.963587,-7.877961,-1.630093,2.166073,-2.281269,-3.017606,1.182313,-0.607808,-0.951767,0.391923,-0.468859,-0.632698,0.369820,-0.433986,-0.124394,0.139119,-0.093510,-0.147422,0.163652,-0.064721,-0.149920,0.137938,-0.107845,-0.213785,0.142973,22.832876,8.622475,5.290269,3.981020,3.612747,3.185388,2.852316,2.002374,2.018110,2.064647,1.517550,1.441562,1.407891,1.429594,1.141262,1.144223,1.212530,1.152099,1.103573,1.147358,1.087825,1.042916,0.940600,0.904169,0.846264,0.637858,speech
7.361442,-6.487018,-8.140106,-1.175130,2.645100,-1.143854,-2.032054,0.669591,-0.554921,-0.349494,0.644666,0.656252,0.070744,0.332925,-0.002626,0.522522,0.221258,-0.343412,-0.166353,0.157654,-0.301249,-0.134665,0.093156,-0.137568,-0.121609,0.134969,26.573271,6.681076,6.319044,3.792377,3.896616,3.304105,2.974339,2.349195,1.992926,1.924962,1.883895,1.496737,1.415124,1.229226,1.260286,1.077524,1.076891,1.051216,0.977758,0.934465,0.856214,0.872750,0.863368,0.906277,0.789973,0.631628,speech
13.080997,-10.147123,-3.124920,-2.502188,0.666058,-1.725368,-1.688577,0.173967,-0.961330,0.847502,1.422500,1.089122,0.467330,0.452467,0.343432,1.123825,-0.124305,0.013897,0.353332,0.341063,-0.088335,0.276802,0.233845,0.222853,-0.038987,0.301700,17.132646,6.941368,4.483492,2.674189,2.640172,3.586302,2.145716,1.844520,1.830175,1.662214,1.753032,1.246455,1.261337,1.232425,1.174247,0.848318,0.917026,0.927429,0.765656,0.606523,0.565480,0.512520,0.524381,0.460517,0.482554,0.498179,speech
14.781573,-14.840775,-3.965796,-2.603568,-0.862773,-2.647417,-1.840910,-0.674092,-1.476283,0.576065,-0.400538,-0.024658,-0.286616,-0.003780,0.117831,0.588122,-0.183061,0.163434,0.095407,-0.201652,-0.186672,0.121631,-0.179565,-0.070703,-0.186677,0.073899,24.399655,7.106833,4.336652,3.497655,3.064303,3.560381,2.247653,2.014391,1.969150,1.571681,1.875437,1.196197,1.392022,1.193315,1.063627,0.948382,0.940628,0.960213,0.796374,0.748858,0.661512,0.697201,0.565447,0.486205,0.511878,0.464503,speech
24.161326,-14.535578,-10.478831,-2.417134,-0.927248,-4.360679,-3.839844,-2.479688,-0.733930,0.351812,-0.534869,1.101557,1.007801,0.099370,1.435172,0.125572,0.308926,-0.603352,0.223678,0.055843,0.012990,0.350416,0.244299,0.254957,0.261686,0.171596,13.882845,3.861799,3.879999,2.343461,2.461655,3.029431,2.358904,1.885517,1.823304,1.553545,1.223630,1.178835,1.273844,1.163957,1.217501,1.152057,0.957604,0.951302,1.010079,0.818441,0.784311,0.846644,0.820062,0.746810,0.772409,0.611461,speech
25.948635,-15.339828,-10.663565,-2.380806,-0.228998,-4.957210,-4.376940,-2.170858,-1.262790,0.271933,-0.501910,1.333975,1.228781,-0.074484,1.771867,0.217097,0.589251,-0.767821,0.316745,-0.196165,-0.171788,0.142117,0.121933,0.114329,0.350646,0.030453,10.406151,4.274884,3.052503,2.597533,2.170355,2.408269,2.319993,1.916213,1.412027,1.383932,1.209221,1.158074,1.277126,1.098711,1.016809,1.054080,0.952438,0.811509,0.871890,0.805841,0.759124,0.693488,0.684956,0.669036,0.616301,0.519176,speech
-1.146920,-14.448373,-0.914340,-1.695332,-1.789219,-1.272797,-2.200531,-1.337941,-1.535306,-0.187036,-0.568708,-0.188573,-0.138391,0.001086,-0.124281,0.761527,0.099344,0.009510,-0.233642,0.072444,-0.069541,0.072885,-0.029683,0.007605,-0.147108,0.246226,11.017542,4.315430,2.717648,2.250967,2.053909,1.959131,1.655523,1.451756,1.216295,1.095382,1.074003,1.049492,0.950429,0.960025,0.892324,0.791892,0.779574,0.780012,0.655814,0.582618,0.605842,0.552784,0.469899,0.447796,0.441873,0.408869,speech
12.945971,-15.430302,-2.293637,-1.015286,-2.807698,-1.638620,-4.584213,-1.268170,-0.740943,-0.284954,0.041350,-0.534434,-0.429630,-0.019573,0.481179,0.174013,-0.337840,0.352408,0.133590,-0.263478,-0.202264,0.271543,0.045492,0.005828,0.016606,0.002970,13.664479,7.491957,4.737020,3.620109,2.827211,2.694989,2.646340,1.926868,1.530015,1.487712,1.344037,1.250916,1.278679,1.208169,0.976355,0.963713,1.080974,1.025460,1.005095,0.993944,0.979241,0.981731,0.874561,0.899975,0.871698,0.599505,speech
7.129251,-14.046884,-2.741292,-1.515430,-1.860679,-1.684333,-3.328107,-1.337862,-0.559260,-0.261919,-0.178532,-0.106279,-0.634749,-0.285702,0.571132,0.146509,-0.337791,0.713330,0.079155,-0.214601,-0.153919,0.346243,0.050451,0.052477,0.058237,0.057991,12.761769,6.136461,3.735851,3.209419,2.266070,2.552027,2.499192,1.612834,1.485440,1.377513,1.308511,1.045065,1.149431,1.276993,0.884600,0.898210,0.875035,0.905460,0.858223,0.945669,0.963713,0.877628,0.767412,0.867543,0.829001,0.540853,speech
3.354426,-11.062436,-3.878895,3.314289,0.317500,-1.423455,-0.196125,-0.167490,0.189878,0.191763,0.193042,0.199368,-0.006482,-0.285716,-1.401615,0.240931,-0.732285,-1.130608,-0.011042,0.030054,-0.415289,-0.114939,0.043621,-0.232352,0.028040,-0.150932,23.994740,7.849971,5.303654,3.770384,3.435559,3.297279,3.068997,2.849658,2.103895,2.097093,1.893483,1.427618,1.718948,1.406955,1.385365,1.360827,1.176635,1.139599,1.033521,0.980167,1.025383,0.883553,0.867071,0.834507,0.757947,0.654829,speech
25.616954,-13.822182,-3.784201,3.219634,1.120257,-0.260822,-0.849828,-0.913648,-0.402793,0.092368,0.378732,0.193653,-0.130655,-0.162795,-1.302005,0.134369,-0.659184,-0.839611,-0.250785,-0.148200,-0.394109,-0.278537,-0.093567,-0.195599,-0.043983,-0.136983,20.867595,8.669767,4.957927,3.790589,3.788132,3.028242,2.635876,2.939178,2.278058,1.983706,1.713547,1.572099,1.553383,1.325615,1.277704,1.146059,1.122109,1.112910,1.023185,0.969240,0.935926,0.905854,0.860851,0.756735,0.737380,0.575658,speech
19.258538,-11.564158,-5.175840,2.248906,0.188595,-1.118124,-0.906355,-0.819949,-0.551268,-0.077030,0.088004,0.363217,-0.205419,-0.154346,-0.670448,0.606928,-0.376304,-0.513747,0.176701,-0.120212,-0.278591,-0.107819,-0.015517,-0.152381,0.029437,-0.107789,21.049318,8.878082,5.777882,4.023460,3.537010,3.551288,2.981475,2.875499,2.322377,2.285159,1.938886,1.693358,1.958780,1.825080,1.595839,1.759166,1.600619,1.402841,1.478558,1.523716,1.345533,1.180891,0.939490,0.893332,0.921955,0.809021,speech
-15.535724,-13.790318,-0.632798,1.542779,2.396492,-0.945352,-3.499620,2.087383,-1.276431,0.004090,0.806495,0.566869,-0.618366,0.205325,-0.473161,-0.026472,-0.500715,-0.431414,-0.668628,-0.179773,-0.171827,-0.383418,-0.096860,-0.051931,-0.182250,-0.011621,25.219643,10.574694,5.129971,4.059535,3.881494,3.575166,3.476213,2.430973,2.692419,2.251775,1.906423,1.613882,1.499346,1.706103,1.428573,1.204105,1.138506,0.957880,0.984510,0.894032,0.806103,0.843551,0.811646,0.814578,0.690434,0.586436,speech
5.738114,-14.580390,-3.309206,-3.369593,-1.392177,-2.173026,-2.556441,-1.331045,-1.735482,0.003730,-0.328614,0.204525,-0.032527,0.262678,-0.094185,0.657567,0.159126,0.189086,0.063210,0.196299,-0.229925,-0.019045,-0.118265,-0.040490,-0.216690,0.054304,15.145568,5.254748,3.819880,2.166794,2.243074,2.636801,1.926194,1.485540,1.755802,1.348464,1.312465,1.109670,1.144954,1.130577,1.214403,0.852212,0.852743,0.914716,0.740555,0.644809,0.628637,0.552807,0.562982,0.565375,0.510571,0.422598,speech
-3.830568,-14.372417,-1.130787,-2.789593,-1.654030,-0.847180,-1.408273,-0.653486,-0.931609,-0.617734,-0.787529,0.470960,0.065487,-0.231870,0.055321,0.914795,0.139073,0.144202,-0.031067,0.220685,-0.092409,0.096896,-0.157136,0.081363,-0.175202,0.099250,9.735796,3.837814,2.408471,1.554221,1.498850,1.634666,1.555129,1.323834,1.142793,1.039533,0.930796,1.036885,0.838391,0.944505,0.810791,0.754607,0.621969,0.655254,0.548259,0.561072,0.456554,0.443919,0.422655,0.380399,0.409716,0.383814,speech
0.283588,-4.330371,-6.860316,0.142406,2.321786,-3.779755,-3.632700,1.770884,-0.303080,-0.469636,1.079106,0.510388,-0.054901,0.879309,-0.129500,-0.058664,0.216846,-0.184370,-0.389436,0.263140,0.004306,-0.160700,0.239285,0.131075,-0.075811,0.166707,20.266503,6.132927,5.713495,4.094230,4.035969,3.667293,3.201884,2.272944,1.977128,1.955514,1.395477,1.206457,1.143637,1.115172,0.940624,0.899162,0.882021,0.862626,0.877653,0.919236,0.871862,0.946270,1.005918,1.027403,0.986995,0.683976,speech
